MAP
88.75N 1.25E,88.75N 3.75E,88.75N 6.25E,88.75N 8.75E,88.75N 11.25E,88.75N 13.75E,88.75N 16.25E,88.75N 18.75E,88.75N 21.25E,88.75N 23.75E,88.75N 26.25E,88.75N 28.75E,88.75N 31.25E,88.75N 33.75E,88.75N 36.25E,88.75N 38.75E,88.75N 41.25E,88.75N 43.75E,88.75N 46.25E,88.75N 48.75E,88.75N 51.25E,88.75N 53.75E,88.75N 56.25E,88.75N 58.75E,88.75N 61.25E,88.75N 63.75E,88.75N 66.25E,88.75N 68.75E,88.75N 71.25E,88.75N 73.75E,88.75N 76.25E,88.75N 78.75E,88.75N 81.25E,88.75N 83.75E,88.75N 86.25E,88.75N 88.75E,88.75N 91.25E,88.75N 93.75E,88.75N 96.25E,88.75N 98.75E,88.75N 101.25E,88.75N 103.75E,88.75N 106.25E,88.75N 108.75E,88.75N 111.25E,88.75N 113.75E,88.75N 116.25E,88.75N 118.75E,88.75N 121.25E,88.75N 123.75E,88.75N 126.25E,88.75N 128.75E,88.75N 131.25E,88.75N 133.75E,88.75N 136.25E,88.75N 138.75E,88.75N 141.25E,88.75N 143.75E,88.75N 146.25E,88.75N 148.75E,88.75N 151.25E,88.75N 153.75E,88.75N 156.25E,88.75N 158.75E,88.75N 161.25E,88.75N 163.75E,88.75N 166.25E,88.75N 168.75E,88.75N 171.25E,88.75N 173.75E,88.75N 176.25E,88.75N 178.75E,88.75N 181.25E,88.75N 183.75E,88.75N 186.25E,88.75N 188.75E,88.75N 191.25E,88.75N 193.75E,88.75N 196.25E,88.75N 198.75E,88.75N 201.25E,88.75N 203.75E,88.75N 206.25E,88.75N 208.75E,88.75N 211.25E,88.75N 213.75E,88.75N 216.25E,88.75N 218.75E,88.75N 221.25E,88.75N 223.75E,88.75N 226.25E,88.75N 228.75E,88.75N 231.25E,88.75N 233.75E,88.75N 236.25E,88.75N 238.75E,88.75N 241.25E,88.75N 243.75E,88.75N 246.25E,88.75N 248.75E,88.75N 251.25E,88.75N 253.75E,88.75N 256.25E,88.75N 258.75E,88.75N 261.25E,88.75N 263.75E,88.75N 266.25E,88.75N 268.75E,88.75N 271.25E,88.75N 273.75E,88.75N 276.25E,88.75N 278.75E,88.75N 281.25E,88.75N 283.75E,88.75N 286.25E,88.75N 288.75E,88.75N 291.25E,88.75N 293.75E,88.75N 296.25E,88.75N 298.75E,88.75N 301.25E,88.75N 303.75E,88.75N 306.25E,88.75N 308.75E,88.75N 311.25E,88.75N 313.75E,88.75N 316.25E,88.75N 318.75E,88.75N 321.25E,88.75N 323.75E,88.75N 326.25E,88.75N 328.75E,88.75N 331.25E,88.75N 333.75E,88.75N 336.25E,88.75N 338.75E,88.75N 341.25E,88.75N 343.75E,88.75N 346.25E,88.75N 348.75E,88.75N 351.25E,88.75N 353.75E,88.75N 356.25E,88.75N 358.75E
86.25N 1.25E,86.25N 3.75E,86.25N 6.25E,86.25N 8.75E,86.25N 11.25E,86.25N 13.75E,86.25N 16.25E,86.25N 18.75E,86.25N 21.25E,86.25N 23.75E,86.25N 26.25E,86.25N 28.75E,86.25N 31.25E,86.25N 33.75E,86.25N 36.25E,86.25N 38.75E,86.25N 41.25E,86.25N 43.75E,86.25N 46.25E,86.25N 48.75E,86.25N 51.25E,86.25N 53.75E,86.25N 56.25E,86.25N 58.75E,86.25N 61.25E,86.25N 63.75E,86.25N 66.25E,86.25N 68.75E,86.25N 71.25E,86.25N 73.75E,86.25N 76.25E,86.25N 78.75E,86.25N 81.25E,86.25N 83.75E,86.25N 86.25E,86.25N 88.75E,86.25N 91.25E,86.25N 93.75E,86.25N 96.25E,86.25N 98.75E,86.25N 101.25E,86.25N 103.75E,86.25N 106.25E,86.25N 108.75E,86.25N 111.25E,86.25N 113.75E,86.25N 116.25E,86.25N 118.75E,86.25N 121.25E,86.25N 123.75E,86.25N 126.25E,86.25N 128.75E,86.25N 131.25E,86.25N 133.75E,86.25N 136.25E,86.25N 138.75E,86.25N 141.25E,86.25N 143.75E,86.25N 146.25E,86.25N 148.75E,86.25N 151.25E,86.25N 153.75E,86.25N 156.25E,86.25N 158.75E,86.25N 161.25E,86.25N 163.75E,86.25N 166.25E,86.25N 168.75E,86.25N 171.25E,86.25N 173.75E,86.25N 176.25E,86.25N 178.75E,86.25N 181.25E,86.25N 183.75E,86.25N 186.25E,86.25N 188.75E,86.25N 191.25E,86.25N 193.75E,86.25N 196.25E,86.25N 198.75E,86.25N 201.25E,86.25N 203.75E,86.25N 206.25E,86.25N 208.75E,86.25N 211.25E,86.25N 213.75E,86.25N 216.25E,86.25N 218.75E,86.25N 221.25E,86.25N 223.75E,86.25N 226.25E,86.25N 228.75E,86.25N 231.25E,86.25N 233.75E,86.25N 236.25E,86.25N 238.75E,86.25N 241.25E,86.25N 243.75E,86.25N 246.25E,86.25N 248.75E,86.25N 251.25E,86.25N 253.75E,86.25N 256.25E,86.25N 258.75E,86.25N 261.25E,86.25N 263.75E,86.25N 266.25E,86.25N 268.75E,86.25N 271.25E,86.25N 273.75E,86.25N 276.25E,86.25N 278.75E,86.25N 281.25E,86.25N 283.75E,86.25N 286.25E,86.25N 288.75E,86.25N 291.25E,86.25N 293.75E,86.25N 296.25E,86.25N 298.75E,86.25N 301.25E,86.25N 303.75E,86.25N 306.25E,86.25N 308.75E,86.25N 311.25E,86.25N 313.75E,86.25N 316.25E,86.25N 318.75E,86.25N 321.25E,86.25N 323.75E,86.25N 326.25E,86.25N 328.75E,86.25N 331.25E,86.25N 333.75E,86.25N 336.25E,86.25N 338.75E,86.25N 341.25E,86.25N 343.75E,86.25N 346.25E,86.25N 348.75E,86.25N 351.25E,86.25N 353.75E,86.25N 356.25E,86.25N 358.75E
83.75N 1.25E,83.75N 3.75E,83.75N 6.25E,83.75N 8.75E,83.75N 11.25E,83.75N 13.75E,83.75N 16.25E,83.75N 18.75E,83.75N 21.25E,83.75N 23.75E,83.75N 26.25E,83.75N 28.75E,83.75N 31.25E,83.75N 33.75E,83.75N 36.25E,83.75N 38.75E,83.75N 41.25E,83.75N 43.75E,83.75N 46.25E,83.75N 48.75E,83.75N 51.25E,83.75N 53.75E,83.75N 56.25E,83.75N 58.75E,83.75N 61.25E,83.75N 63.75E,83.75N 66.25E,83.75N 68.75E,83.75N 71.25E,83.75N 73.75E,83.75N 76.25E,83.75N 78.75E,83.75N 81.25E,83.75N 83.75E,83.75N 86.25E,83.75N 88.75E,83.75N 91.25E,83.75N 93.75E,83.75N 96.25E,83.75N 98.75E,83.75N 101.25E,83.75N 103.75E,83.75N 106.25E,83.75N 108.75E,83.75N 111.25E,83.75N 113.75E,83.75N 116.25E,83.75N 118.75E,83.75N 121.25E,83.75N 123.75E,83.75N 126.25E,83.75N 128.75E,83.75N 131.25E,83.75N 133.75E,83.75N 136.25E,83.75N 138.75E,83.75N 141.25E,83.75N 143.75E,83.75N 146.25E,83.75N 148.75E,83.75N 151.25E,83.75N 153.75E,83.75N 156.25E,83.75N 158.75E,83.75N 161.25E,83.75N 163.75E,83.75N 166.25E,83.75N 168.75E,83.75N 171.25E,83.75N 173.75E,83.75N 176.25E,83.75N 178.75E,83.75N 181.25E,83.75N 183.75E,83.75N 186.25E,83.75N 188.75E,83.75N 191.25E,83.75N 193.75E,83.75N 196.25E,83.75N 198.75E,83.75N 201.25E,83.75N 203.75E,83.75N 206.25E,83.75N 208.75E,83.75N 211.25E,83.75N 213.75E,83.75N 216.25E,83.75N 218.75E,83.75N 221.25E,83.75N 223.75E,83.75N 226.25E,83.75N 228.75E,83.75N 231.25E,83.75N 233.75E,83.75N 236.25E,83.75N 238.75E,83.75N 241.25E,83.75N 243.75E,83.75N 246.25E,83.75N 248.75E,83.75N 251.25E,83.75N 253.75E,83.75N 256.25E,83.75N 258.75E,83.75N 261.25E,83.75N 263.75E,83.75N 266.25E,83.75N 268.75E,83.75N 271.25E,83.75N 273.75E,83.75N 276.25E,83.75N 278.75E,83.75N 281.25E,83.75N 283.75E,83.75N 286.25E,83.75N 288.75E,83.75N 291.25E,83.75N 293.75E,83.75N 296.25E,83.75N 298.75E,83.75N 301.25E,83.75N 303.75E,83.75N 306.25E,83.75N 308.75E,83.75N 311.25E,83.75N 313.75E,83.75N 316.25E,83.75N 318.75E,83.75N 321.25E,83.75N 323.75E,83.75N 326.25E,83.75N 328.75E,83.75N 331.25E,83.75N 333.75E,83.75N 336.25E,83.75N 338.75E,83.75N 341.25E,83.75N 343.75E,83.75N 346.25E,83.75N 348.75E,83.75N 351.25E,83.75N 353.75E,83.75N 356.25E,83.75N 358.75E
81.25N 1.25E,81.25N 3.75E,81.25N 6.25E,81.25N 8.75E,81.25N 11.25E,81.25N 13.75E,81.25N 16.25E,81.25N 18.75E,81.25N 21.25E,81.25N 23.75E,81.25N 26.25E,81.25N 28.75E,81.25N 31.25E,81.25N 33.75E,81.25N 36.25E,81.25N 38.75E,81.25N 41.25E,81.25N 43.75E,81.25N 46.25E,81.25N 48.75E,81.25N 51.25E,81.25N 53.75E,81.25N 56.25E,81.25N 58.75E,81.25N 61.25E,81.25N 63.75E,81.25N 66.25E,81.25N 68.75E,81.25N 71.25E,81.25N 73.75E,81.25N 76.25E,81.25N 78.75E,81.25N 81.25E,81.25N 83.75E,81.25N 86.25E,81.25N 88.75E,81.25N 91.25E,81.25N 93.75E,81.25N 96.25E,81.25N 98.75E,81.25N 101.25E,81.25N 103.75E,81.25N 106.25E,81.25N 108.75E,81.25N 111.25E,81.25N 113.75E,81.25N 116.25E,81.25N 118.75E,81.25N 121.25E,81.25N 123.75E,81.25N 126.25E,81.25N 128.75E,81.25N 131.25E,81.25N 133.75E,81.25N 136.25E,81.25N 138.75E,81.25N 141.25E,81.25N 143.75E,81.25N 146.25E,81.25N 148.75E,81.25N 151.25E,81.25N 153.75E,81.25N 156.25E,81.25N 158.75E,81.25N 161.25E,81.25N 163.75E,81.25N 166.25E,81.25N 168.75E,81.25N 171.25E,81.25N 173.75E,81.25N 176.25E,81.25N 178.75E,81.25N 181.25E,81.25N 183.75E,81.25N 186.25E,81.25N 188.75E,81.25N 191.25E,81.25N 193.75E,81.25N 196.25E,81.25N 198.75E,81.25N 201.25E,81.25N 203.75E,81.25N 206.25E,81.25N 208.75E,81.25N 211.25E,81.25N 213.75E,81.25N 216.25E,81.25N 218.75E,81.25N 221.25E,81.25N 223.75E,81.25N 226.25E,81.25N 228.75E,81.25N 231.25E,81.25N 233.75E,81.25N 236.25E,81.25N 238.75E,81.25N 241.25E,81.25N 243.75E,81.25N 246.25E,81.25N 248.75E,81.25N 251.25E,81.25N 253.75E,81.25N 256.25E,81.25N 258.75E,81.25N 261.25E,81.25N 263.75E,81.25N 266.25E,81.25N 268.75E,81.25N 271.25E,81.25N 273.75E,81.25N 276.25E,81.25N 278.75E,81.25N 281.25E,81.25N 283.75E,81.25N 286.25E,81.25N 288.75E,81.25N 291.25E,81.25N 293.75E,81.25N 296.25E,81.25N 298.75E,81.25N 301.25E,81.25N 303.75E,81.25N 306.25E,81.25N 308.75E,81.25N 311.25E,81.25N 313.75E,81.25N 316.25E,81.25N 318.75E,81.25N 321.25E,81.25N 323.75E,81.25N 326.25E,81.25N 328.75E,81.25N 331.25E,81.25N 333.75E,81.25N 336.25E,81.25N 338.75E,81.25N 341.25E,81.25N 343.75E,81.25N 346.25E,81.25N 348.75E,81.25N 351.25E,81.25N 353.75E,81.25N 356.25E,81.25N 358.75E
78.75N 1.25E,78.75N 3.75E,78.75N 6.25E,78.75N 8.75E,78.75N 11.25E,78.75N 13.75E,78.75N 16.25E,78.75N 18.75E,78.75N 21.25E,78.75N 23.75E,78.75N 26.25E,78.75N 28.75E,78.75N 31.25E,78.75N 33.75E,78.75N 36.25E,78.75N 38.75E,78.75N 41.25E,78.75N 43.75E,78.75N 46.25E,78.75N 48.75E,78.75N 51.25E,78.75N 53.75E,78.75N 56.25E,78.75N 58.75E,78.75N 61.25E,78.75N 63.75E,78.75N 66.25E,78.75N 68.75E,78.75N 71.25E,78.75N 73.75E,78.75N 76.25E,78.75N 78.75E,78.75N 81.25E,78.75N 83.75E,78.75N 86.25E,78.75N 88.75E,78.75N 91.25E,78.75N 93.75E,78.75N 96.25E,78.75N 98.75E,78.75N 101.25E,78.75N 103.75E,78.75N 106.25E,78.75N 108.75E,78.75N 111.25E,78.75N 113.75E,78.75N 116.25E,78.75N 118.75E,78.75N 121.25E,78.75N 123.75E,78.75N 126.25E,78.75N 128.75E,78.75N 131.25E,78.75N 133.75E,78.75N 136.25E,78.75N 138.75E,78.75N 141.25E,78.75N 143.75E,78.75N 146.25E,78.75N 148.75E,78.75N 151.25E,78.75N 153.75E,78.75N 156.25E,78.75N 158.75E,78.75N 161.25E,78.75N 163.75E,78.75N 166.25E,78.75N 168.75E,78.75N 171.25E,78.75N 173.75E,78.75N 176.25E,78.75N 178.75E,78.75N 181.25E,78.75N 183.75E,78.75N 186.25E,78.75N 188.75E,78.75N 191.25E,78.75N 193.75E,78.75N 196.25E,78.75N 198.75E,78.75N 201.25E,78.75N 203.75E,78.75N 206.25E,78.75N 208.75E,78.75N 211.25E,78.75N 213.75E,78.75N 216.25E,78.75N 218.75E,78.75N 221.25E,78.75N 223.75E,78.75N 226.25E,78.75N 228.75E,78.75N 231.25E,78.75N 233.75E,78.75N 236.25E,78.75N 238.75E,78.75N 241.25E,78.75N 243.75E,78.75N 246.25E,78.75N 248.75E,78.75N 251.25E,78.75N 253.75E,78.75N 256.25E,78.75N 258.75E,78.75N 261.25E,78.75N 263.75E,78.75N 266.25E,78.75N 268.75E,78.75N 271.25E,78.75N 273.75E,78.75N 276.25E,78.75N 278.75E,78.75N 281.25E,78.75N 283.75E,78.75N 286.25E,78.75N 288.75E,78.75N 291.25E,78.75N 293.75E,78.75N 296.25E,78.75N 298.75E,78.75N 301.25E,78.75N 303.75E,78.75N 306.25E,78.75N 308.75E,78.75N 311.25E,78.75N 313.75E,78.75N 316.25E,78.75N 318.75E,78.75N 321.25E,78.75N 323.75E,78.75N 326.25E,78.75N 328.75E,78.75N 331.25E,78.75N 333.75E,78.75N 336.25E,78.75N 338.75E,78.75N 341.25E,78.75N 343.75E,78.75N 346.25E,78.75N 348.75E,78.75N 351.25E,78.75N 353.75E,78.75N 356.25E,78.75N 358.75E
76.25N 1.25E,76.25N 3.75E,76.25N 6.25E,76.25N 8.75E,76.25N 11.25E,76.25N 13.75E,76.25N 16.25E,76.25N 18.75E,76.25N 21.25E,76.25N 23.75E,76.25N 26.25E,76.25N 28.75E,76.25N 31.25E,76.25N 33.75E,76.25N 36.25E,76.25N 38.75E,76.25N 41.25E,76.25N 43.75E,76.25N 46.25E,76.25N 48.75E,76.25N 51.25E,76.25N 53.75E,76.25N 56.25E,76.25N 58.75E,76.25N 61.25E,76.25N 63.75E,76.25N 66.25E,76.25N 68.75E,76.25N 71.25E,76.25N 73.75E,76.25N 76.25E,76.25N 78.75E,76.25N 81.25E,76.25N 83.75E,76.25N 86.25E,76.25N 88.75E,76.25N 91.25E,76.25N 93.75E,76.25N 96.25E,76.25N 98.75E,76.25N 101.25E,76.25N 103.75E,76.25N 106.25E,76.25N 108.75E,76.25N 111.25E,76.25N 113.75E,76.25N 116.25E,76.25N 118.75E,76.25N 121.25E,76.25N 123.75E,76.25N 126.25E,76.25N 128.75E,76.25N 131.25E,76.25N 133.75E,76.25N 136.25E,76.25N 138.75E,76.25N 141.25E,76.25N 143.75E,76.25N 146.25E,76.25N 148.75E,76.25N 151.25E,76.25N 153.75E,76.25N 156.25E,76.25N 158.75E,76.25N 161.25E,76.25N 163.75E,76.25N 166.25E,76.25N 168.75E,76.25N 171.25E,76.25N 173.75E,76.25N 176.25E,76.25N 178.75E,76.25N 181.25E,76.25N 183.75E,76.25N 186.25E,76.25N 188.75E,76.25N 191.25E,76.25N 193.75E,76.25N 196.25E,76.25N 198.75E,76.25N 201.25E,76.25N 203.75E,76.25N 206.25E,76.25N 208.75E,76.25N 211.25E,76.25N 213.75E,76.25N 216.25E,76.25N 218.75E,76.25N 221.25E,76.25N 223.75E,76.25N 226.25E,76.25N 228.75E,76.25N 231.25E,76.25N 233.75E,76.25N 236.25E,76.25N 238.75E,76.25N 241.25E,76.25N 243.75E,76.25N 246.25E,76.25N 248.75E,76.25N 251.25E,76.25N 253.75E,76.25N 256.25E,76.25N 258.75E,76.25N 261.25E,76.25N 263.75E,76.25N 266.25E,76.25N 268.75E,76.25N 271.25E,76.25N 273.75E,76.25N 276.25E,76.25N 278.75E,76.25N 281.25E,76.25N 283.75E,76.25N 286.25E,76.25N 288.75E,76.25N 291.25E,76.25N 293.75E,76.25N 296.25E,76.25N 298.75E,76.25N 301.25E,76.25N 303.75E,76.25N 306.25E,76.25N 308.75E,76.25N 311.25E,76.25N 313.75E,76.25N 316.25E,76.25N 318.75E,76.25N 321.25E,76.25N 323.75E,76.25N 326.25E,76.25N 328.75E,76.25N 331.25E,76.25N 333.75E,76.25N 336.25E,76.25N 338.75E,76.25N 341.25E,76.25N 343.75E,76.25N 346.25E,76.25N 348.75E,76.25N 351.25E,76.25N 353.75E,76.25N 356.25E,76.25N 358.75E
73.75N 1.25E,73.75N 3.75E,73.75N 6.25E,73.75N 8.75E,73.75N 11.25E,73.75N 13.75E,73.75N 16.25E,73.75N 18.75E,73.75N 21.25E,73.75N 23.75E,73.75N 26.25E,73.75N 28.75E,73.75N 31.25E,73.75N 33.75E,73.75N 36.25E,73.75N 38.75E,73.75N 41.25E,73.75N 43.75E,73.75N 46.25E,73.75N 48.75E,73.75N 51.25E,73.75N 53.75E,73.75N 56.25E,73.75N 58.75E,73.75N 61.25E,73.75N 63.75E,73.75N 66.25E,73.75N 68.75E,73.75N 71.25E,73.75N 73.75E,73.75N 76.25E,73.75N 78.75E,73.75N 81.25E,73.75N 83.75E,73.75N 86.25E,73.75N 88.75E,73.75N 91.25E,73.75N 93.75E,73.75N 96.25E,73.75N 98.75E,73.75N 101.25E,73.75N 103.75E,73.75N 106.25E,73.75N 108.75E,73.75N 111.25E,73.75N 113.75E,73.75N 116.25E,73.75N 118.75E,73.75N 121.25E,73.75N 123.75E,73.75N 126.25E,73.75N 128.75E,73.75N 131.25E,73.75N 133.75E,73.75N 136.25E,73.75N 138.75E,73.75N 141.25E,73.75N 143.75E,73.75N 146.25E,73.75N 148.75E,73.75N 151.25E,73.75N 153.75E,73.75N 156.25E,73.75N 158.75E,73.75N 161.25E,73.75N 163.75E,73.75N 166.25E,73.75N 168.75E,73.75N 171.25E,73.75N 173.75E,73.75N 176.25E,73.75N 178.75E,73.75N 181.25E,73.75N 183.75E,73.75N 186.25E,73.75N 188.75E,73.75N 191.25E,73.75N 193.75E,73.75N 196.25E,73.75N 198.75E,73.75N 201.25E,73.75N 203.75E,73.75N 206.25E,73.75N 208.75E,73.75N 211.25E,73.75N 213.75E,73.75N 216.25E,73.75N 218.75E,73.75N 221.25E,73.75N 223.75E,73.75N 226.25E,73.75N 228.75E,73.75N 231.25E,73.75N 233.75E,73.75N 236.25E,73.75N 238.75E,73.75N 241.25E,73.75N 243.75E,73.75N 246.25E,73.75N 248.75E,73.75N 251.25E,73.75N 253.75E,73.75N 256.25E,73.75N 258.75E,73.75N 261.25E,73.75N 263.75E,73.75N 266.25E,73.75N 268.75E,73.75N 271.25E,73.75N 273.75E,73.75N 276.25E,73.75N 278.75E,73.75N 281.25E,73.75N 283.75E,73.75N 286.25E,73.75N 288.75E,73.75N 291.25E,73.75N 293.75E,73.75N 296.25E,73.75N 298.75E,73.75N 301.25E,73.75N 303.75E,73.75N 306.25E,73.75N 308.75E,73.75N 311.25E,73.75N 313.75E,73.75N 316.25E,73.75N 318.75E,73.75N 321.25E,73.75N 323.75E,73.75N 326.25E,73.75N 328.75E,73.75N 331.25E,73.75N 333.75E,73.75N 336.25E,73.75N 338.75E,73.75N 341.25E,73.75N 343.75E,73.75N 346.25E,73.75N 348.75E,73.75N 351.25E,73.75N 353.75E,73.75N 356.25E,73.75N 358.75E
71.25N 1.25E,71.25N 3.75E,71.25N 6.25E,71.25N 8.75E,71.25N 11.25E,71.25N 13.75E,71.25N 16.25E,71.25N 18.75E,71.25N 21.25E,71.25N 23.75E,71.25N 26.25E,71.25N 28.75E,71.25N 31.25E,71.25N 33.75E,71.25N 36.25E,71.25N 38.75E,71.25N 41.25E,71.25N 43.75E,71.25N 46.25E,71.25N 48.75E,71.25N 51.25E,71.25N 53.75E,71.25N 56.25E,71.25N 58.75E,71.25N 61.25E,71.25N 63.75E,71.25N 66.25E,71.25N 68.75E,71.25N 71.25E,71.25N 73.75E,71.25N 76.25E,71.25N 78.75E,71.25N 81.25E,71.25N 83.75E,71.25N 86.25E,71.25N 88.75E,71.25N 91.25E,71.25N 93.75E,71.25N 96.25E,71.25N 98.75E,71.25N 101.25E,71.25N 103.75E,71.25N 106.25E,71.25N 108.75E,71.25N 111.25E,71.25N 113.75E,71.25N 116.25E,71.25N 118.75E,71.25N 121.25E,71.25N 123.75E,71.25N 126.25E,71.25N 128.75E,71.25N 131.25E,71.25N 133.75E,71.25N 136.25E,71.25N 138.75E,71.25N 141.25E,71.25N 143.75E,71.25N 146.25E,71.25N 148.75E,71.25N 151.25E,71.25N 153.75E,71.25N 156.25E,71.25N 158.75E,71.25N 161.25E,71.25N 163.75E,71.25N 166.25E,71.25N 168.75E,71.25N 171.25E,71.25N 173.75E,71.25N 176.25E,71.25N 178.75E,71.25N 181.25E,71.25N 183.75E,71.25N 186.25E,71.25N 188.75E,71.25N 191.25E,71.25N 193.75E,71.25N 196.25E,71.25N 198.75E,71.25N 201.25E,71.25N 203.75E,71.25N 206.25E,71.25N 208.75E,71.25N 211.25E,71.25N 213.75E,71.25N 216.25E,71.25N 218.75E,71.25N 221.25E,71.25N 223.75E,71.25N 226.25E,71.25N 228.75E,71.25N 231.25E,71.25N 233.75E,71.25N 236.25E,71.25N 238.75E,71.25N 241.25E,71.25N 243.75E,71.25N 246.25E,71.25N 248.75E,71.25N 251.25E,71.25N 253.75E,71.25N 256.25E,71.25N 258.75E,71.25N 261.25E,71.25N 263.75E,71.25N 266.25E,71.25N 268.75E,71.25N 271.25E,71.25N 273.75E,71.25N 276.25E,71.25N 278.75E,71.25N 281.25E,71.25N 283.75E,71.25N 286.25E,71.25N 288.75E,71.25N 291.25E,71.25N 293.75E,71.25N 296.25E,71.25N 298.75E,71.25N 301.25E,71.25N 303.75E,71.25N 306.25E,71.25N 308.75E,71.25N 311.25E,71.25N 313.75E,71.25N 316.25E,71.25N 318.75E,71.25N 321.25E,71.25N 323.75E,71.25N 326.25E,71.25N 328.75E,71.25N 331.25E,71.25N 333.75E,71.25N 336.25E,71.25N 338.75E,71.25N 341.25E,71.25N 343.75E,71.25N 346.25E,71.25N 348.75E,71.25N 351.25E,71.25N 353.75E,71.25N 356.25E,71.25N 358.75E
68.75N 1.25E,68.75N 3.75E,68.75N 6.25E,68.75N 8.75E,68.75N 11.25E,68.75N 13.75E,68.75N 16.25E,68.75N 18.75E,68.75N 21.25E,68.75N 23.75E,68.75N 26.25E,68.75N 28.75E,68.75N 31.25E,68.75N 33.75E,68.75N 36.25E,68.75N 38.75E,68.75N 41.25E,68.75N 43.75E,68.75N 46.25E,68.75N 48.75E,68.75N 51.25E,68.75N 53.75E,68.75N 56.25E,68.75N 58.75E,68.75N 61.25E,68.75N 63.75E,68.75N 66.25E,68.75N 68.75E,68.75N 71.25E,68.75N 73.75E,68.75N 76.25E,68.75N 78.75E,68.75N 81.25E,68.75N 83.75E,68.75N 86.25E,68.75N 88.75E,68.75N 91.25E,68.75N 93.75E,68.75N 96.25E,68.75N 98.75E,68.75N 101.25E,68.75N 103.75E,68.75N 106.25E,68.75N 108.75E,68.75N 111.25E,68.75N 113.75E,68.75N 116.25E,68.75N 118.75E,68.75N 121.25E,68.75N 123.75E,68.75N 126.25E,68.75N 128.75E,68.75N 131.25E,68.75N 133.75E,68.75N 136.25E,68.75N 138.75E,68.75N 141.25E,68.75N 143.75E,68.75N 146.25E,68.75N 148.75E,68.75N 151.25E,68.75N 153.75E,68.75N 156.25E,68.75N 158.75E,68.75N 161.25E,68.75N 163.75E,68.75N 166.25E,68.75N 168.75E,68.75N 171.25E,68.75N 173.75E,68.75N 176.25E,68.75N 178.75E,68.75N 181.25E,68.75N 183.75E,68.75N 186.25E,68.75N 188.75E,68.75N 191.25E,68.75N 193.75E,68.75N 196.25E,68.75N 198.75E,68.75N 201.25E,68.75N 203.75E,68.75N 206.25E,68.75N 208.75E,68.75N 211.25E,68.75N 213.75E,68.75N 216.25E,68.75N 218.75E,68.75N 221.25E,68.75N 223.75E,68.75N 226.25E,68.75N 228.75E,68.75N 231.25E,68.75N 233.75E,68.75N 236.25E,68.75N 238.75E,68.75N 241.25E,68.75N 243.75E,68.75N 246.25E,68.75N 248.75E,68.75N 251.25E,68.75N 253.75E,68.75N 256.25E,68.75N 258.75E,68.75N 261.25E,68.75N 263.75E,68.75N 266.25E,68.75N 268.75E,68.75N 271.25E,68.75N 273.75E,68.75N 276.25E,68.75N 278.75E,68.75N 281.25E,68.75N 283.75E,68.75N 286.25E,68.75N 288.75E,68.75N 291.25E,68.75N 293.75E,68.75N 296.25E,68.75N 298.75E,68.75N 301.25E,68.75N 303.75E,68.75N 306.25E,68.75N 308.75E,68.75N 311.25E,68.75N 313.75E,68.75N 316.25E,68.75N 318.75E,68.75N 321.25E,68.75N 323.75E,68.75N 326.25E,68.75N 328.75E,68.75N 331.25E,68.75N 333.75E,68.75N 336.25E,68.75N 338.75E,68.75N 341.25E,68.75N 343.75E,68.75N 346.25E,68.75N 348.75E,68.75N 351.25E,68.75N 353.75E,68.75N 356.25E,68.75N 358.75E
